scientific_name,author,gbif_id,plantnet_id,iucn_category,common_names
Vismia cauliflora,A.C.Sm.,3714517,1731815,LC,
Vismia cayennensis,(Jacq.) Pers.,3189576,1401211,LC,
Vismia ferruginea,Kunth,7679156,1723913,,
Vismia floribunda,Sprague,3714212,1555568,LC,
Vismia glabra,Ruiz & Pav.,7330288,1555569,,
Vismia gracilis,Hieron.,3714157,1407718,LC,
Vismia guianensis,(Aubl.) Pers.,7389733,1555570,LC,
Vismia lateriflora,Ducke,3713939,1555575,LC,
Vismia latifolia,(Aubl.) Choisy,7330259,1401215,LC,
Vismia macrophylla,Kunth,7798391,1401216,LC,
Vismia sandwithii,Ewan,3713560,1401220,LC,
Vismia sprucei,Sprague,3713497,1555595,LC,
Vitex brevilabiata,Ducke,3883161,1564761,DD,
Vitex calothyrsa,Sandwith,3887678,1564765,LC,
Vitex capitata,Vahl,7307514,1406420,LC,
Vitex cymosa,Bertero ex Spreng.,7309596,1423704,LC,Tarumá; Guayacán
Vitex duckei,Huber,7396738,1564781,LC,
Vitex orinocensis,Kunth,7309336,1403694,LC,
Vitex sellowiana,Cham.,7309234,1564876,LC,
Vitex sprucei,Briq.,7309214,1564879,LC,
Vitex triflora,Vahl,7309189,1403692,LC,
Vochysia biloba,Ducke,4030704,1698385,,
Vochysia complicata,Ducke,4030464,1698396,LC,
Vochysia densiflora,Spruce ex Warm.,4030828,1403718,VU,
Vochysia ferruginea,Mart.,7378543,1406232,LC,
Vochysia grandis,Mart.,4030425,1698412,,
Vochysia guianensis,Aubl.,4030836,1403719,LC,
Vochysia haenkeana,Mart.,7288369,1698415,LC,
Vochysia inundata,Ducke,7639653,1698419,LC,
Vochysia obidensis,(Huber) Ducke,4030620,1733270,,
Vochysia obscura,Warm.,7288335,1698443,LC,
Vochysia revoluta,Ducke,4030652,1698459,DD,
Vochysia surinamensis,Stafleu,7288353,1403722,LC,
Vochysia vismiifolia,Spruce ex Warm.,7288386,1400883,LC,
Vouacapoua pallidior,Ducke,2940385,1588069,LC,
Vouarana anomala,(Steyerm.) Acev.-Rodr.,3785412,1686573,LC,
Vouarana guianensis,Aubl.,3785403,1403477,LC,
Warszewiczia coccinea,(Vahl) Klotzsch,5340116,1372415,LC,Chaconia; Flag tree; Pride of Trinidad; Wild poinsettia
Warszewiczia schwackei,K.Schum.,5340126,1681717,LC,
Williamodendron spectabile,Kubitzki & H.G.Richt.,4181318,1725339,EN,
Ximenia americana,L.,2889811,1406171,LC,Tallowwood; Tallownut; False sandalwood; Yellow-plum; Hog plum; Tallow-wood plum; Sea lemon; Blue sourplum; Spanish Plum; Wild Plum; Yellow sanders; Buol; False santalwood; Monkey plum; Mountain plum; Seaside plum; Tallowwood plum; Wild lime; Wild olive
Xylopia amazonica,R.E.Fr.,3157257,1456232,LC,
Xylopia aromatica,(Lam.) Mart.,3157126,1401685,LC,Monkey Pepper
Xylopia benthamii,R.E.Fr.,3157191,1401694,LC,
Xylopia calophylla,R.E.Fr.,3157206,1456242,LC,
Xylopia crinita,R.E.Fr.,3157092,1404002,LC,
Xylopia emarginata,Mart.,3157276,1456255,LC,
Xylopia excellens,R.E.Fr.,3157060,1403997,LC,
Xylopia nitida,Dunal,7845581,1401711,LC,White Kuyama
Xylopia parviflora,Spruce,7474720,1406350,LC,Bush bitterwood
Xylopia spruceana,Benth. ex Spruce,3157020,1456288,LC,
Xylosma intermedia,(Seem.) Triana & Planch.,7630546,1717999,LC,
Xylosma tessmannii,Sleumer,3878857,1401776,LC,
Zanthoxylum acuminatum,(Sw.) Sw.,3833649,1400260,LC,
Zanthoxylum amapaense,(Albuq.) P.G.Waterman,3833437,1407588,,
Zanthoxylum apiculatum,(Sandwith) P.G.Waterman,3833281,1683177,LC,
Zanthoxylum compactum,(Huber ex Albuq.) P.G.Waterman,3832117,1683193,LC,
Zanthoxylum djalma-batistae,(Albuq.) P.G.Waterman,3831618,1733311,LC,
Zanthoxylum huberi,P.G.Waterman,3837727,1683213,,
Zanthoxylum rhoifolium,Lam.,7269222,1405024,LC,Prickly ash
Zanthoxylum sprucei,Engl.,3834097,1683277,LC,
Zygia ampla,(Spruce ex Benth.) Pittier,5347398,1733320,LC,Jarendeua de Sapo
Zygia basijuga,(Ducke) Barneby & J.W.Grimes,5580511,1725352,,
Zygia cataractae,(Kunth) L.Rico,5347431,1404912,LC,
Zygia inaequalis,(Humb. & Bonpl. ex Willd.) Pittier,5347357,1404910,LC,
Zygia juruana,(Harms) L.Rico,5347445,1405896,LC,
Zygia latifolia,(L.) Fawc. & Rendle,5347411,1404911,LC,
Zygia racemosa,(Ducke) Barneby & J.W.Grimes,5580471,1404908,LC,Marblewood; Snake wood
Zygia trunciflora,(Ducke) L.Rico,5347396,1588281,LC,
Zygia unifoliolata,(Benth.) Pittier,5347446,1588283,LC,
